time,MM97,MM164,MM32,PZ_ALER,PROF_22,SP1_PZEST,SP2_PZ1,PROF_11,PROF_21,PROF_1,PROF_2,PROF_3,PROF_4,PROF_5,PROF_6,P1002,P1003,PC1_AMS_BIS,PC2_AMS,PC3_AMS,PC4_AMS,PIEZ1,PIEZ11,PIEZ13,PIEZ14,PIEZ15,PIEZ16,PIEZ17,PIEZ2,PIEZ3,PIEZ5,PIEZ6,PIEZ7,PIEZ8,PIEZ9,PIEZM1,PIEZM2,PIEZM3,PIEZM5,PIEZM6,PIEZM7,PIEZM8,PP202,PZ18,PZ20,PZ4,PZ7,PZB,PZP1_BIS,PZ1,MM35
1.000000000000,101.9482616,96.98574645,101.0071741,100.6047543,100.6176657,100.8578774,100.9479535,101.1825816,100.7764550,101.9076751,102.2115299,102.1479151,102.4890472,101.3389150,101.7344756,101.4573682,101.5912063,101.4375536,101.3265482,101.2493199,101.1887852,101.0040761,100.4330409,100.3618930,100.2693376,100.1882427,100.1882427,100.1846357,100.9784494,100.9189823,100.8578228,100.8300702,100.7357431,100.6680989,100.6408847,101.0250935,100.9423108,100.5383287,100.4330409,100.3388952,100.8480540,100.6898211,101.6772778,100.6324757,100.5367091,101.4075859,101.8551047,102.2805506,101.5896711,100.7398482,100.0185322
