time,RIV_7_0
1.000000000000,-20.55257306
31.41666666667,-17.99490952
61.83333333333,-16.28410081
92.25000000000,-14.94611650
122.6666666667,-13.85476722
153.0833333333,-12.93693079
183.5000000000,-12.14789872
213.9166666667,-11.45954879
244.3333333333,-10.85348911
274.7500000000,-10.31690029
305.1666666667,-9.840229954
335.5833333333,-9.415938999
366.0000000000,-9.037814871
